sc_ch_raw,tableLbink,sc_ch_raw_clean,semantic_0_clean,raceTerm,ethnicTerm
Unable to pay bills,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835338,unable to pay bills,,,
Undetermined,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012365,undetermined,,,
Unemployed,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,unemployed,,,
United Arab Emirates,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119881997,united arab emirates,,,
United Arab Emirates (2013),"http://www.tobaccopreventioncessation.com/Percentage-of-current-tobacco-smoking-students-receiving-help-nor-advice-to-quit,102994,0,2.html#t0001",united arab emirates  2013,,,
"United States, Australia, New Zealand, and Israel (n = 4217)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/225689404,united states  australia  new zealand  and israel  n   4217,,,
Unknown,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45374215,unknown,,,
Unreported,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206834758,unreported,,,
Urban residence,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202709775,urban residence,,,
"Use culturally safe/appropriate terms throughout program protocol and in educational materials (e.g. calling the smoking cessation professionals ‘experts’ and not ‘counsellors’). From our experience, individuals of Chinese communities tend to have stigmas towards titles like ‘counsellor’ or other mental health vocabularies because it signifies something negative. Culture and language are very important to ensure proper communication. Smokers may feel empowered and supported throughout their journey by an ‘expert’ as opposed to insecure or needing help from a ‘counsellor’. The importance of language and the culturall-based stigmas of certain words must not be understated.","http://www.tobaccopreventioncessation.com/Assessing-factors-influencing-smoking-and-smoking-cessation-within-Chinese-communities,126631,0,2.html#t0005",use culturally safe appropriate terms throughout program protocol and in educational materials  e g  calling the smoking cessation professionals ‘experts’ and not ‘counsellors’   from our experience  individuals of chinese communities tend to have stigmas towards titles like ‘counsellor’ or other mental health vocabularies because it signifies something negative  culture and language are very important to ensure proper communication  smokers may feel empowered and supported throughout their journey by an ‘expert’ as opposed to insecure or needing help from a ‘counsellor’  the importance of language and the culturall based stigmas of certain words must not be understated,,,
"Use other tobacco products, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,use other tobacco products  n,,,
Uses non-cigarette tobacco,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835338,uses non cigarette tobacco,,,
Victimization (between waves)d,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580478,victimization  between waves d,,,
Vietnamese,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32953847,vietnamese,,,
W,"http://www.tobaccoinduceddiseases.org/The-comparative-effectiveness-of-two-brief-tobacco-ninterventions-in-the-U-S-Air,87142,0,2.html#t0001",w,,,
WISDM total,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,wisdm total,,,
Water pipe uses/montha,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202859891,water pipe uses montha,,,
Waterpipe uses/month b,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36550253,waterpipe uses month b,,,
Weekly Tips television GRPs—Hispanic ads (in 100s),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42244054,weekly tips television grps hispanic ads  in 100s,,,
"Weekly income in US dollars (total from parents, work, and other sources), mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482397,weekly income in us dollars  total from parents  work  and other sources   mean  sd,,,
Weight (kg),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,weight  kg,,,
Weight Concern Scale (WCS),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835010,weight concern scale  wcs,,,
Western Pacific,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113583974,western pacific,,,
Western Pacific Region,"http://www.tobaccopreventioncessation.com/Percentage-of-current-tobacco-smoking-students-receiving-help-nor-advice-to-quit,102994,0,2.html#t0001",western pacific region,,,
White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32936618,white,,,
White % ( n ),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113588745,white     n,,,
White (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36561392,white,,,
White (Ref),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,white  ref,,,
White (n = 4905),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202710515,white  n   4905,,,
White (non-Hispanic),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87405503,white  non hispanic,,,
White (ref),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/65424527,white  ref,,,
White (ref: white),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/92425491,white  ref  white,,,
White (reference group),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45373768,white  reference group,,,
White (reference),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32934956,white  reference,,,
White (referent),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42240558,white  referent,,,
White (vs. black),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97498579,white  vs  black,,,
White / European American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589377,white   european american,,,
White British,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33544976,white british,,,
White European,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113591437,white european,,,
White Non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116437432,white non hispanic,,,
White Race,"http://www.tobaccoinduceddiseases.org/The-association-of-neighborhood-level-social-class-nand-tobacco-consumption-with,100525,0,2.html#t0003",white race,,,
White a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113581008,white a,,,
White and Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,white and asian,,,
White and Black African,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,white and black african,,,
White and Black Caribbean,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,white and black caribbean,,,
White d,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45375261,white d,,,
White ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222879204,white ethnicity,,,
White ethnicity (ref. blacks),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/123139334,white ethnicity  ref  blacks,,,
"White ethnicity, n/N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/219204669,white ethnicity  n n,,,
"White female, higher income (2)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,white female  higher income  2,,,
"White female, lower income (3)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,white female  lower income  3,,,
"White male, higher income (reference)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,white male  higher income  reference,,,
"White male, lower income (1)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,white male  lower income  1,,,
White non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,white non hispanic,,,
White or Caucasian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,white or caucasian,,,
White race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53618003,white race,,,
White race (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87403135,white race,,,
White race (reference group: non-white),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113587329,white race  reference group  non white,,,
"White race, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603932,white race  n,,,
"White, American Indian, Other,",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084575,white  american indian  other,,,
"White, Caucasian",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/112983157,white  caucasian,,,
"White, Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202711564,white  hispanic,,,
"White, N (%)**",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,white  n,,,
"White, N (%)b,c",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120967545,white  n    b c,,,
"White, NH",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33447927,white  nh,,,
"White, NH (66.3%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589307,white  nh  66 3,,,
"White, Non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808488,white  non hispanic,,,
"White, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,white  n,,,
"White, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,white  non hispanic,,,
"White, non-Hispanic (NH)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42806970,white  non hispanic  nh,,,
"White, non-Hispanic (referent)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36558902,white  non hispanic  referent,,,
"White, nonHispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,white  nonhispanic,,,
White/Caucasian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,white caucasian,,,
White/European American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/219458361,white european american,,,
White/Non-Latino (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603701,white non latino,,,
White/Other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/124688448,white other,,,
White/non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629333,white non hispanic,,,
White/non-Latino (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603594,white non latino,,,
Whites,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204704290,whites,,,
Whites (n=3388),"http://www.tobaccopreventioncessation.com/Assessing-demographic-differences-in-decisional-balance-for-smoking-prevention-and-temptations-to-try-smoking-among-adolescent-subgroups,70562,0,2.html#t0002",whites  n 3388,,,
Whites—high,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815746,whites high,,,
Whites—low,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815746,whites low,,,
"Withdrawal score (0–4), mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,withdrawal score  0–4   mean  sd,,,
Women Mexican American 390 (4.6),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606914,women mexican american 390  4 6,,,
"Working, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013602,working  n,,,
Workplace smoking ban (self-reported) N (%)h,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,workplace smoking ban  self reported  n    h,,,
Years between first attempt and baseline,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589333,years between first attempt and baseline,,,
Years of age,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,years of age,,,
Years of education,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53618854,years of education,,,
Years of education completed*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45372873,years of education completed,,,
Years of educationb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,years of educationb,,,
Years of regular smoking,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603878,years of regular smoking,,,
Years smoked,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33443064,years smoked,,,
Years smoking,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45372873,years smoking,,,
Yes,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610752,yes,,,
Yoruba,"http://www.tobaccopreventioncessation.com/Assessment-of-the-use-of-different-forms-of-tobacco-products-namong-Nigerian-adults,87126,0,2.html#t0003",yoruba,,,
"You have probably heard that smoking is no longer allowed in any areas (inside and outside) in prisons in some countries around the world like Canada, New Zealand, and Wales. What do you think of prison smoking bans like these? (five answer options collapsed to binary categories for analysis, “strongly agree” and “agree” vs. “no opinion,” “disagree,” and “strongly disagree”)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137724786,you have probably heard that smoking is no longer allowed in any areas  inside and outside  in prisons in some countries around the world like canada  new zealand  and wales  what do you think of prison smoking bans like these   five answer options collapsed to binary categories for analysis  “strongly agree” and “agree” vs  “no opinion ” “disagree ” and “strongly disagree”,,,
Young adult × 2010–2013 Cohort,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607321,young adult × 2010–2013 cohort,,,
Young adult × 2010–2013 cohort × race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607321,young adult × 2010–2013 cohort × race ethnicity,,,
Young adult × race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607321,young adult × race ethnicity,,,
Youth smokers vs. nonsmokers and adult initiators (N = 6596) Hispanic aRRb (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602846,youth smokers vs  nonsmokers and adult initiators  n   6596  hispanic arrb  95  ci,,,
Youth smokers vs. nonsmokers and adult initiators (N = 6596) Wald p value for interaction by race/ ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602838,youth smokers vs  nonsmokers and adult initiators  n   6596  wald p value for interaction by race  ethnicity,,,
mFTQ (M (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48911949,mftq  m  sd,,,
non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084575,non hispanic,,,
non-White vs White,"http://www.tobaccopreventioncessation.com/Willingness-to-try-various-tobacco-cessation-methods-among-US-adult-cigarette-smokers,108555,0,2.html#t0002",non white vs white,,,
p,"http://www.tobaccoinduceddiseases.org/Smoking-cessation-advice-and-quit-attempts-in-South-Africa-nbetween-2007-and-2017,132148,0,2.html#t0003",p,,,
p values for pairwise comparisons across race/ethnicity groupa,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97497979,p values for pairwise comparisons across race ethnicity groupa,,,
white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/115628746,white,,,
