idx,Year,Location,Country,Global,paperIdx,tableIdx,Race/Ethnicity,RaceGroup,RaceSubGroup,total,unit,type,value,proportion,tableLink,paperLink,"Coder1 (0-weighted, 1=unweighted) ",Coder 1 notes,"Coder2 (0-weighted, 1=unweighted) ",Unnamed: 20
1072,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,28052,%,high cigarette/low e-cigarette categoryd,0.18,0.18,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1073,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,23567,%,low cigarette/high e-cigarette categorye,26.2,26.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1074,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,23567,%,low cigarette/high e-cigarette categorye,0.94,0.94,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1075,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,50411,%,low cigarettes/e-cigarettes categoryb,45,45,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1076,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,33395,%,high cigarette/e-cigarette categoryc,21.8,21.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1077,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,33395,%,high cigarette/e-cigarette categoryc,0.59,0.59,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1078,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,28052,%,high cigarette/low e-cigarette categoryd,15.8,15.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1079,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,28052,%,high cigarette/low e-cigarette categoryd,0.5,0.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1080,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,23567,%,low cigarette/high e-cigarette categorye,17.4,17.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1081,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Others; non-Hispanic,Others,,23567,%,low cigarette/high e-cigarette categorye,0.92,0.92,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1082,2019,USA (assumed),USA,USA,1015,1,White;,White,,35,%,demographic information and baseline characteristics of participants,28.6,28.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/164224155,http://dx.doi.org/10.1093/ntr/nty080,,,,
1083,2019,USA (assumed),USA,USA,1015,1,Black or African American;,Black or African American,,35,%,demographic information and baseline characteristics of participants,37.1,37.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/164224155,http://dx.doi.org/10.1093/ntr/nty080,,,,
1084,2019,USA (assumed),USA,USA,1015,1,Asian;,Asian,,35,%,demographic information and baseline characteristics of participants,8.6,8.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/164224155,http://dx.doi.org/10.1093/ntr/nty080,,,,
1085,2019,USA (assumed),USA,USA,1015,1,Multiracial;,Multiracial,,35,%,demographic information and baseline characteristics of participants,22.9,22.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/164224155,http://dx.doi.org/10.1093/ntr/nty080,,,,
1086,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,7418,%,entire nhanes sample,6.2,6.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1087,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,1922,%,current and former chronic smokersa,3.1,3.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1088,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,582,%,current chronic high dependent smokers b,1.1,1.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1089,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,418,%,chronic active smokers c,1.9,1.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1090,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,297,%,high dependent active smokers d,2.4,2.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1091,2019,USA,USA,USA,1019,1,Mexian American; Hispanic,Hispanic,,214,%,high dependent smoker-drinkers e,1.8,1.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1092,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,7418,%,entire nhanes sample,4.9,4.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1093,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,1922,%,current and former chronic smokersa,3,3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1094,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,582,%,current chronic high dependent smokers b,2.7,2.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1095,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,418,%,chronic active smokers c,2.5,2.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1096,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,297,%,high dependent active smokers d,2.2,2.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1097,2019,USA,USA,USA,1019,1,Others; Hispanic,Others,,214,%,high dependent smoker-drinkers e,1.9,1.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1098,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,7418,%,entire nhanes sample,71.2,71.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1099,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,1922,%,current and former chronic smokersa,79.9,79.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1100,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,582,%,current chronic high dependent smokers b,80.5,80.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1101,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,418,%,chronic active smokers c,79.1,79.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1102,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,297,%,high dependent active smokers d,76.5,76.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1103,2019,USA,USA,USA,1019,1,White; non-Hispanic,White,,214,%,high dependent smoker-drinkers e,81.7,81.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1104,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,7418,%,entire nhanes sample,10.7,10.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1105,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,1922,%,current and former chronic smokersa,9,9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1106,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,582,%,current chronic high dependent smokers b,9.5,9.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1107,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,418,%,chronic active smokers c,9.6,9.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1108,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,297,%,high dependent active smokers d,11.3,11.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1109,2019,USA,USA,USA,1019,1,Black or African American; non-Hispanic,Black or African American,,214,%,high dependent smoker-drinkers e,10.3,10.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1110,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,7418,%,entire nhanes sample,4.8,4.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1111,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,1922,%,current and former chronic smokersa,2,2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1112,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,582,%,current chronic high dependent smokers b,1.1,1.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1113,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,418,%,chronic active smokers c,1,1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1114,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,297,%,high dependent active smokers d,1.1,1.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1115,2019,USA,USA,USA,1019,1,Asian; non-Hispanic,Asian,,214,%,high dependent smoker-drinkers e,1,1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1116,2019,USA,USA,USA,1019,1,Others;,Others,,7418,%,entire nhanes sample,2.2,2.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1117,2019,USA,USA,USA,1019,1,Others;,Others,,1922,%,current and former chronic smokersa,3,3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1118,2019,USA,USA,USA,1019,1,Others;,Others,,582,%,current chronic high dependent smokers b,5.1,5.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1119,2019,USA,USA,USA,1019,1,Others;,Others,,418,%,chronic active smokers c,5.8,5.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1120,2019,USA,USA,USA,1019,1,Others;,Others,,297,%,high dependent active smokers d,6.5,6.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1121,2019,USA,USA,USA,1019,1,Others;,Others,,214,%,high dependent smoker-drinkers e,4,4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893845,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1122,2019,USA,USA,USA,1019,2,Mexian American; Hispanic,Hispanic,,7418,num,total sample,803,10.82502022,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1123,2019,USA,USA,USA,1019,2,Mexian American; Hispanic,Hispanic,,1609,num,olfactory alteration,172,10.68986948,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1124,2019,USA,USA,USA,1019,2,Mexian American; Hispanic,Hispanic,,,%,% of self-reported olfactory alteration % yes,21.3,21.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1125,2019,USA,USA,USA,1019,2,Mexian American; Hispanic,Hispanic,,,%,% of self-reported olfactory alteration % no,78.7,78.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1127,2019,USA,USA,USA,1019,2,Others; Hispanic,Others,,7418,num,total sample,737,9.935292532,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1128,2019,USA,USA,USA,1019,2,Others; Hispanic,Others,,1609,num,olfactory alteration,162,10.06836544,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1129,2019,USA,USA,USA,1019,2,Others; Hispanic,Others,,,%,% of self-reported olfactory alteration % yes,21.9,21.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1130,2019,USA,USA,USA,1019,2,Others; Hispanic,Others,,,%,% of self-reported olfactory alteration % no,78.1,78.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1132,2019,USA,USA,USA,1019,2,Black or African American; non-Hispanic,Black or African American,,7418,num,total sample,1777,23.955244,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1133,2019,USA,USA,USA,1019,2,Black or African American; non-Hispanic,Black or African American,,1609,num,olfactory alteration,351,21.8147918,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1134,2019,USA,USA,USA,1019,2,Black or African American; non-Hispanic,Black or African American,,,%,% of self-reported olfactory alteration % yes,19.4,19.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1135,2019,USA,USA,USA,1019,2,Black or African American; non-Hispanic,Black or African American,,,%,% of self-reported olfactory alteration % no,80.6,80.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1137,2019,USA,USA,USA,1019,2,White; non-Hispanic,White,,7418,num,total sample,3047,41.07576166,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1138,2019,USA,USA,USA,1019,2,White; non-Hispanic,White,,1609,num,olfactory alteration,761,47.29645743,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1139,2019,USA,USA,USA,1019,2,White; non-Hispanic,White,,,%,% of self-reported olfactory alteration % yes,23.2,23.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1140,2019,USA,USA,USA,1019,2,White; non-Hispanic,White,,,%,% of self-reported olfactory alteration % no,76.8,76.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1142,2019,USA,USA,USA,1019,2,Asian; non-Hispanic,Asian,,7418,num,total sample,894,12.05176597,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1143,2019,USA,USA,USA,1019,2,Asian; non-Hispanic,Asian,,1609,num,olfactory alteration,118,7.333747669,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1144,2019,USA,USA,USA,1019,2,Asian; non-Hispanic,Asian,,,%,% of self-reported olfactory alteration % yes,13.1,13.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1145,2019,USA,USA,USA,1019,2,Asian; non-Hispanic,Asian,,,%,% of self-reported olfactory alteration % no,86.9,86.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1147,2019,USA,USA,USA,1019,2,Others;,Others,,7418,num,total sample,160,2.156915611,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1148,2019,USA,USA,USA,1019,2,Others;,Others,,1609,num,olfactory alteration,45,2.796768179,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1149,2019,USA,USA,USA,1019,2,Others;,Others,,,%,% of self-reported olfactory alteration % yes,30.9,30.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1150,2019,USA,USA,USA,1019,2,Others;,Others,,,%,% of self-reported olfactory alteration % no,69.1,69.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893849,http://dx.doi.org/10.1093/ntr/ntx242,,,,
1152,2019,USA (assumed),USA,USA,1023,1,White;,White,,148,num,total,84,56.75675676,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1153,2019,USA (assumed),USA,USA,1023,1,White;,White,,74,num,low nmr,38,51.35135135,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1154,2019,USA (assumed),USA,USA,1023,1,White;,White,,74,num,high nmr,46,62.16216216,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1155,2019,USA (assumed),USA,USA,1023,1,Black or African American;,Black or African American,,148,num,total,61,41.21621622,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1156,2019,USA (assumed),USA,USA,1023,1,Black or African American;,Black or African American,,74,num,low nmr,34,45.94594595,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1157,2019,USA (assumed),USA,USA,1023,1,Black or African American;,Black or African American,,74,num,high nmr,27,36.48648649,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1158,2019,USA (assumed),USA,USA,1023,1,Others;,Others,,148,num,total,3,2.027027027,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1159,2019,USA (assumed),USA,USA,1023,1,Others;,Others,,74,num,low nmr,2,2.702702703,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
1160,2019,USA (assumed),USA,USA,1023,1,Others;,Others,,74,num,high nmr,1,1.351351351,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/135893721,http://dx.doi.org/10.1093/ntr/ntx214,,,,
